Name;id_Number;row_Number;seat_Number;auditorium_Number;test_result;score
"Lori Vranicar";95058199910156584;13;10;4;NULL;78
"Lori Willis";39673193009274882;33;41;2;NULL;67
"Lori Zamudio";54042194610058541;22;38;2;False;67
"Lorie Moon";45492201811218477;12;25;6;False;79
"Lorine Fallin";34452199612156966;15;29;3;False;94
"Lorna Fields";44712199001115263;23;37;2;False;74
"Lorraine Basey";68379194802087203;20;39;5;False;73
"Lorraine Colston";85845201911308293;60;43;2;False;80
"Lorraine Goh";36409197008079437;49;50;4;False;84
"Lorraine Heller";79680198312257943;3;1;5;False;77
"Lorraine Houge";84730197509055450;5;43;3;True;68
"Lorraine Kirschenbaum";75966200907238255;27;36;3;NULL;73
"Lorraine Knutsen";24270194111088881;56;23;1;False;62
"Lorraine Lovell";82495194402074437;45;52;3;False;63
"Lorraine Luvene";57657195609203241;17;5;3;False;71
"Lorraine Maupin";81127198010031775;12;19;2;False;73
"Lorraine Mellen";54326199009111495;43;25;6;False;58
"Lorraine Prince";85115201910189853;43;33;6;False;78
"Lorri Baldrige";34258196610305988;8;57;6;False;73
"Lorrie Burks";23912194105122845;15;31;2;False;63
"Lottie Kosky";67179200212013700;34;33;6;False;87
"Lottie Shields";39540197511161406;47;37;5;NULL;67
"Lou Bonavia";73498196507017231;8;33;3;False;76
"Lou Daniel";71860200112107743;47;27;2;False;92
"Louann Graham";58010193702229212;5;5;2;True;56
"Louann Scott";92085196701303036;23;24;5;NULL;69
"Louanne Brown";79651195009116044;52;38;1;False;69
"Louie Fisher";32648201203235711;33;37;5;False;70
"Louie Harvey";41630202003259908;29;20;3;False;73
"Louie Irvin";21443193003121284;26;27;5;False;73
"Louie Pettengill";30139199406185911;2;44;6;NULL;91
"Louis Anderton";71877201510131074;22;9;6;False;73
"Louis Clark";43527198908131743;22;62;4;False;90
"Louis Claybrook";29968201908036522;32;36;4;False;79
"Louis Collins";59485194207295643;7;4;3;NULL;60
"Louis Dukes";23895194212149269;15;39;2;False;73
"Louis Engel";55180196207243863;1;56;4;False;81
"Louis Groves";42466200802143274;47;33;1;False;76
"Louis Heimann";40645195503102621;55;49;3;False;79
"Louis Howe";52100195809141119;42;56;6;NULL;64
"Louis Hussein";51979196710217139;52;44;6;False;69
"Louis Kennedy";49975200607189064;9;18;1;False;78
"Louis Maffei";56490198204218215;28;15;2;NULL;80
"Louis Morrow";60328195701255873;11;44;2;False;73
"Louis Oneill";86265194102123216;37;12;3;False;67
"Louis Owens";39231200406083239;39;31;3;NULL;77
"Louis Payne";30100198901277173;41;6;5;False;76
"Louis Piechoski";16449195104095561;20;49;2;False;67
"Louis Pitre";19490199405031996;19;17;6;False;69
"Louis Potter";99022194811307477;9;35;3;False;72
"Louis Rodriguez";39571195204015531;3;10;4;False;61
"Louis Urbancic";87363198806016616;29;7;3;False;82
"Louis Walker";33406201212227007;9;41;5;NULL;75
"Louis Wheatley";77831194608304850;64;1;2;False;67
"Louise Adams";45836198805121790;53;36;3;False;68
"Louise Anderson";11391193206086822;11;22;1;False;73
"Louise Arlington";81710196406103995;46;47;5;False;68
"Louise Bean";93576201811229454;46;34;3;False;80
"Louise Bourg";65613201203277446;30;32;1;False;80
"Louise Bryant";59929200607154657;37;11;2;False;79
"Louise Bush";10466197407096615;41;41;1;False;74
"Louise Driggs";96756195612222122;37;35;5;False;72
"Louise Hansen";57531193608124091;30;29;4;NULL;64
"Louise Harman";51365197302011651;22;18;4;NULL;71
"Louise Helder";51505196006274748;11;43;3;True;84
"Louise Layton";26652197006291428;53;35;1;NULL;70
"Louise Magana";49100193212032209;14;6;4;False;54
"Louise Miller";38441198202253338;55;40;1;False;78
"Louise Navarra";71082197301296896;1;46;4;False;79
"Louise Rao";39736201003158296;37;46;4;False;77
"Louise Ripley";20327200507237494;61;49;3;NULL;91
"Louise Roades";63884201008063890;48;59;2;False;79
"Louise Roberson";88490201803319232;29;41;1;False;78
"Louise Seiber";53442200210162831;53;15;6;False;81
"Louise Shannon";52092193311088487;38;42;6;False;61
"Louise Sharpe";72235195608121562;3;2;2;NULL;76
"Louise Urbanski";40961200111185340;50;43;5;False;86
"Louise Williams";16325198302289918;13;36;2;False;86
"Louise Witzke";17428201809037127;12;28;4;False;77
"Lourdes Campbell";75628195107259936;25;57;6;NULL;60
"Lourdes Hale";75641200010015534;22;18;3;False;79
"Lourdes Hinton";88533199311189074;45;55;2;NULL;87
"Lourdes Stanley";57351200906236386;28;47;5;False;74
"Lourdes Walker";44784193208307056;30;8;1;False;64
"Lowell Arbogast";45222200502094187;28;19;5;NULL;80
"Lowell Barrett";89166196802142085;63;49;3;False;82
"Lowell Jowers";72877195510147397;34;55;5;NULL;65
"Lowell Koster";61262199004046894;3;34;4;False;81
"Lowell Leonard";56495199910264574;23;49;4;False;88
"Loyd Hill";85411200904037659;30;45;6;False;72
"Loyd Lewis";53575195007182810;4;16;1;NULL;69
"Loyd Olsen";99474201905092814;48;61;5;False;68
"Luba Machado";27431198710036215;44;30;4;False;69
"Lucas Mcgloin";52820194603319900;25;44;1;False;65
"Lucas Smith";48142199812092998;52;42;4;False;79
"Lucia Bales";15696201708249202;6;62;5;False;79
"Lucia Elkins";33246198710062137;13;7;2;False;78
"Lucia Keys";20749200208017866;25;44;5;False;72
"Lucia Porter";59769197304121944;57;29;4;False;69
"Lucia Valenzula";73357194005291782;42;48;6;False;60
"Lucia Zumbrunnen";38448195904124557;53;22;1;False;71
"Lucie Norton";98562195304086960;48;40;1;False;73
"Lucien Bealer";22700201804154568;22;8;1;False;77
"Lucien Dobson";66995197511021438;56;2;6;False;73
"Lucienne Mccoy";76939197307203587;1;16;2;False;81
"Lucile Buskirk";10304196708195389;40;38;2;NULL;75
"Lucile Leath";62745198009293930;52;3;4;NULL;67
"Lucille Barela";34592194308225901;26;1;4;False;68
"Lucille Bolan";74878200410255948;1;51;3;NULL;79
"Lucille Bravo";74196195004233776;8;51;2;False;73
"Lucille Chang";24847199403278512;20;47;6;False;73
"Lucille Davidson";65858195105213072;6;44;2;False;71
"Lucille Dennis";11668201801261186;12;9;5;True;76
"Lucille Dubois";12159194601127009;5;27;6;NULL;73
"Lucille Franzese";64746197110038961;32;3;1;False;66
"Lucille Fuller";84247200803046429;13;50;3;NULL;82
"Lucille Martin";17467193405206152;28;6;6;False;66
"Lucille Mccreight";85666199304158044;37;15;1;False;72
"Lucille Mccrimmon";94727196311011693;50;41;4;False;73
"Lucille Newton";64111194312172144;43;35;1;False;67
"Lucille Owsley";62421201704105508;35;16;4;False;74
"Lucille Pulis";49473201804173082;44;26;3;False;78
"Lucille Smith";86765199805158301;14;38;2;False;68
"Lucille Tennies";35437199101024134;31;17;5;False;81
"Lucille Turner";51259200204012893;3;19;3;False;61
"Lucille Winslow";56248197503027706;34;11;5;False;75
"Lucinda Brislin";34849197905033808;13;10;1;False;85
"Lucinda Houlihan";52454201105211012;53;26;6;True;79
"Lucinda Ryan";82549194011041667;30;4;6;False;62
"Lucinda Smith";52451199901138261;10;35;4;False;92
"Lucio Bailey";22639199108076741;8;58;4;NULL;86
"Lucy Carter";72372194801083692;7;21;1;False;77
"Lucy Louis";38335195002095801;25;8;4;False;67
"Lucy Mcconnell";98522201403151046;14;47;6;True;73
"Lucy Mills";13131199209017327;57;3;1;False;76
"Lucy Portis";78850200811303189;40;47;6;True;90
"Lucy Rann";52594198803167250;20;29;4;False;79
"Lucy Suttles";39671195904237670;23;9;3;NULL;74
"Lucy Travelstead";73384201504056697;51;30;6;NULL;82
"Lucy Valentine";99883193104019670;43;4;3;False;66
"Lucy Young";64551194912229206;27;24;4;NULL;68
"Luella Cleek";12180201005166390;4;54;5;False;73
"Luis Barrett";73947197204204223;34;18;6;False;73
"Luis Brown";61931196703103287;24;5;2;False;74
"Luis Conner";36135198506167381;26;24;1;NULL;73
"Luis Demers";91905194105161565;28;9;4;False;47
"Luis Dixon";56454194008203116;19;31;2;NULL;77
"Luis Erickson";89929193006073733;50;25;5;False;73
"Luis Karn";61833198403129627;37;59;5;NULL;75
"Luis Lawson";37961196910169599;10;18;1;False;71
"Luis Levi";18555198812143203;47;19;2;NULL;94
"Luis Malpass";26687200303314240;22;17;4;False;75
"Luis Mcclurkin";26840198706093474;61;20;6;False;85
"Luis Mcwhorter";89551201106021428;45;13;3;False;76
"Luis Morgan";77220199804085755;36;61;5;False;87
"Luis Orsi";54947199506259417;16;33;3;False;79
"Luis Peavler";10958196812205258;35;55;6;False;71
"Luis Petit";34524200804014616;25;41;2;False;81
"Luis Phillips";31259197907262268;9;11;6;False;74
"Luis Phipps";85585193611024052;30;10;3;NULL;60
"Luis Schoderbek";51140197505233395;40;50;4;True;77
"Luis Serrano";20023193207147072;60;41;6;False;73
"Luis Smallidge";17625197601176950;42;35;6;NULL;73
"Luis White";34681197411042942;61;45;3;False;72
"Luis Wison";89719193208148408;53;30;2;False;62
"Luisa Durrett";65274197312291462;36;50;3;True;70
"Luisa Galvan";37680193104144052;44;32;2;False;67
"Luisa Horne";24908193012214428;29;34;5;False;56
"Luke Baker";94719197209037850;54;3;3;NULL;72
"Luke Goodman";63007197012179362;33;15;3;False;70
"Luke Hernandez";23344193504109166;40;33;1;False;54
"Luke Smith";53734194909032095;48;32;5;False;66
"Lula Dawson";58515198708272712;40;62;5;False;79
"Lula Helton";57157197707115129;38;3;4;NULL;64
"Lula Parker";21098200509101119;49;20;6;NULL;73
"Lulu Greene";24920199705131935;8;24;4;False;75
"Luna Giles";86951199304235619;36;29;2;False;80
"Lupe Frampton";14404193603223803;49;16;6;False;78
"Lupe Lanzo";28369196103192229;31;35;2;NULL;83
"Lura Matherly";95821197202278300;32;35;5;True;77
"Lura Upton";86483200204301743;47;21;5;NULL;79
"Luther Cholico";89594196801315122;12;20;6;False;68
"Luther Dancy";82909197904059763;51;23;2;True;76
"Luther Rodriguez";33764193104229899;25;14;4;False;68
"Luther Walker";62702201202111245;32;56;2;False;73
"Luvenia Mohr";39477198301132943;30;47;6;False;73
"Luz Marrero";41356201206026234;4;3;6;False;75
"Luz Risner";34577195703314280;31;64;4;False;73
"Luz Wible";61131193011023523;15;29;5;False;73
"Lydia Ingram";96618193712157444;40;63;4;NULL;72
"Lydia Parsons";11519193502131364;29;56;6;False;70
"Lydia Seddon";95300196811299522;8;36;3;False;67
"Lyle Geffre";61160201312235335;18;27;2;False;73
"Lyle Higgins";19414197211098164;35;51;2;False;62
"Lyle Parker";13358200702123272;55;34;1;False;82
"Lyman Braxton";40871195508171052;36;23;3;False;71
"Lynda Bailey";66673201304208005;10;17;2;False;77
"Lynda Conlon";86343196110156298;37;42;3;False;74
"Lynda Mann";29632196705196831;52;32;2;NULL;81
"Lynda Mckennon";99123197205315218;28;48;3;NULL;78
"Lynda Miller";60014199804183818;33;11;3;False;93
"Lynda Oritz";19994200807232888;52;19;3;False;87
"Lynda Vinson";22120198402022047;36;4;6;False;78
"Lynda Weinstein";85599193106294062;49;6;5;NULL;67
"Lynette Blake";74239195202049523;25;4;2;False;61
"Lynette Heyward";73314201209248546;3;21;2;False;81
"Lynette Kyles";50130197009164240;57;20;1;False;73
"Lynette Nattiah";33321197502149243;45;53;2;NULL;64
"Lynette Osdoba";44093197706165453;47;10;6;False;73
"Lynn Avila";95721196407086962;4;48;2;False;76
"Lynn Burkett";82735195501219347;43;47;3;False;72
"Lynn Cole";62869196112242234;43;41;6;False;81
"Lynn Evans";23649199806066035;51;40;4;False;85
"Lynn Freeman";62770193804177258;11;12;3;False;67
"Lynn Grantham";98063198211017769;28;17;4;True;73
"Lynn Hamby";23820196008061731;25;15;3;False;61
"Lynn Hughes";88467197210095924;16;36;5;False;79
"Lynn Jaynes";10805196211039644;49;45;4;False;82
"Lynn Massey";95391199110125982;1;30;5;False;75
"Lynn Pulaski";97152198611229620;26;34;5;False;88
"Lynn Sander";57119198812059393;27;23;4;False;76
"Lynn Snell";80152193909244456;58;16;4;False;73
"Lynn Wade";22429198203291494;27;23;1;NULL;73
"Lynn Willier";33997202005296005;43;4;2;False;70
"Lynn Wood";41645199208071398;44;11;1;False;88
"Lynne Kelly";10130195403106078;4;11;1;False;69
"Lynne Maynard";78803199503084152;51;43;1;True;85
"Mabel Burnett";26651196009222548;29;48;2;False;68
"Mabel Cunningham";81266195711163393;45;31;6;NULL;70
"Mabel Davis";71934195107163683;61;2;4;False;72
"Mabel Dow";93184197403016107;44;58;2;NULL;75
"Mabel Edwardson";78429194411272106;10;54;2;NULL;70
"Mabel Morgan";12432194405194262;7;19;2;True;73
"Mabel Rhoads";38972195712176559;30;31;4;False;67
"Mabel Rosi";58272198701012996;10;3;3;NULL;81
"Mabel Tecuanhuey";41889197810219655;8;56;5;NULL;71
"Mable Ramirez";21324201408186943;37;52;3;False;78
"Mable Westling";37799195412127717;43;54;5;NULL;60
"Mac Hiett";85164196304219024;10;58;2;False;63
"Mack Williams";57283195808025717;12;56;4;False;59
"Macy Brown";64645198606231574;27;13;1;False;77
"Madeline Cross";42673198406142259;26;30;2;False;76
"Madeline Hites";62245195012161365;12;51;2;False;73
"Madeline Hogans";11488197702047775;21;11;4;False;82
"Madeline Servoss";23202198402089259;25;18;1;False;73
"Madeline Wilson";22900196508251533;36;1;6;True;75
"Madge Donahoe";24356193610109085;51;49;4;False;73
"Mae Bennett";85315199812126268;23;15;3;NULL;81
"Mae Hall";83384194205106448;58;34;2;True;65
"Mae Morales";29626198703146494;54;29;1;False;80
"Maegan Schmidt";58204198303217675;16;25;5;False;58
"Magdalene Moxley";22918196905135579;36;4;3;False;70
"Maggie Colburn";70918199602094041;60;56;4;False;85
"Maggie Jordan";89729196310192094;51;8;6;False;72
"Maggie Rusher";30439193708312081;33;62;5;False;63
"Magnolia Quick";44787194303203746;29;37;1;False;64
"Magnolia Stewart";82362197006136429;21;1;1;NULL;73
"Mai Mahan";13882194404069643;34;31;6;NULL;73
"Maida Finley";40181201007103988;10;56;3;True;77
"Majorie Schaal";91940194408163753;25;28;6;NULL;72
"Malcolm Freitas";26577198603166367;39;41;2;False;80
"Malcolm Hadiaris";73967195302152141;57;52;4;False;73
"Malcolm Pons";90987194712272451;15;25;3;False;73
"Malinda Briggs";70870196206256868;29;18;6;False;81
"Malinda Jankowski";99722193510047495;12;5;6;False;73
"Malinda Rios";43561195805298571;54;23;3;False;70
"Malisa Hogeland";67958198804299793;30;11;5;NULL;79
"Mamie Friend";63963195109028791;45;45;4;False;67
"Mamie Goncalves";10486196901227051;8;39;6;False;88
"Mamie Perez";77634199407139874;48;56;3;NULL;83
"Mamie Rabelo";36031198506272285;3;38;1;False;76
"Mamie Runge";45771194509295571;51;9;4;False;75
"Mamie Turner";44572201005226171;39;54;4;False;71
"Mandy Butler";34095198106226918;24;18;5;False;74
"Manuel Boulerice";50379201806251709;49;46;5;False;72
"Manuel Cox";48131201703201972;12;5;1;False;74
"Manuel Dejohn";80793199304044922;33;51;6;NULL;87
"Manuel Gill";48214197403024759;29;31;2;NULL;73
"Manuel Hughes";20016193402128225;37;38;4;False;52
"Manuel Jebb";49175193212028499;14;41;3;False;62
"Manuel Jewell";37104198805227268;23;56;2;False;73
"Manuel Malone";29938195308045105;37;6;6;NULL;71
"Manuel Monroe";89132199705045538;26;57;4;False;81
"Manuel Perez";70319199304289648;8;18;6;True;90
"Manuel Piner";70105195006156150;1;16;6;False;74
"Manuel Simpson";47645193509306668;50;2;2;False;63
"Manuel Warrick";74431198610162635;48;9;3;False;81
"Manuela Faulk";61211196808239180;43;49;6;False;75
"Manuela Moore";75154195207308069;39;52;2;False;62
"Manuela Ortega";97983200801278847;11;29;4;False;80
"Marc Bagnoli";36025197207018779;44;45;1;False;79
"Marc Coleman";95028201905118539;28;57;5;NULL;80
"Marc Donaldson";26238195502039460;33;7;5;NULL;65
"Marc Fosberg";10925196309053750;58;9;6;True;76
"Marc Gordon";63318196905089711;6;56;6;False;65
"Marc Hyland";13964196202146747;17;2;3;True;75
"Marc Loguidice";91316199405031111;42;13;1;False;85
"Marc Mcnally";97419194907052208;10;6;3;False;72
"Marc Michel";63215198610255753;8;49;5;NULL;88
"Marc Smith";14834197301134438;9;1;6;False;84
"Marc Wardwell";78860197902188104;13;5;5;False;69
"Marc Wilkie";88169198909254936;10;46;4;NULL;73
"Marcela Dafoe";76729193312144020;45;3;3;NULL;59
"Marcella Cruz";35242199103069058;15;45;4;False;78
"Marcella Robinson";83088200505116830;47;13;2;False;83
"Marcella White";84613194108205751;44;42;4;NULL;64
"Marcella Young";50173200006217229;42;61;5;True;82
"Marcelle Gonzales";11045193001243689;34;26;5;NULL;57
"Marcelo Anderson";24142194703259499;41;52;6;False;65
"Marcelo Murrell";57613198106065107;52;54;6;False;73
"Marcelo Scott";44922196806208639;4;27;4;NULL;78
"Marcia Clark";29614194509194625;9;55;6;NULL;76
"Marcia Correa";27691201504131240;1;21;6;False;73
"Marcia Harrison";29048198705044108;41;56;3;False;82
"Marcia Malinski";62017200208256398;49;44;4;False;82
"Marcia Markley";97514194607116817;29;31;6;False;73
"Marcia Mcwhorter";92215193304163361;62;12;2;False;54
"Marcia Nelson";43260201406126686;56;10;2;False;80
"Marcia Schurz";21764200707105079;29;4;2;False;88
"Marcia Stiver";72570194307181474;27;16;5;NULL;65
"Marcia Yazzie";79084198712207927;35;4;5;NULL;73
"Marcie Morris";85984201007046154;32;52;3;False;70
"Marcie Tade";73328197302077138;28;44;5;False;73
"Marco Schwartz";21813196209188076;62;35;3;False;72
"Marco Young";14797194108017593;3;56;5;True;75
"Marcos Vanslyke";53099195703261466;45;30;2;False;68
"Marcus Alsina";47693197912276105;49;48;5;False;74
"Marcus Davis";61108197106123757;47;36;1;False;80
"Marcus Goddard";44933194501108309;42;57;6;False;66
"Marcus Hardin";74483194609125558;46;43;1;False;67
"Marcus Holdridge";14510193804063065;8;23;4;False;76
"Marcus Huffman";34980193209268450;46;17;3;False;58
"Marcus Miller";65592197407243870;43;2;5;False;60
"Marcus Pena";57934197309226138;41;62;5;False;73
"Marcus Schaeffer";19294201610239723;48;3;3;NULL;80
"Marcus Schmitt";30880200006099838;2;54;4;False;84
"Marcy Zettlemoyer";61654197806139072;43;33;3;False;80
"Margaret Arellano";74978197205224347;26;51;2;False;72
"Margaret Barraza";53656197106198472;50;15;2;False;73
"Margaret Bartley";25547201604227704;5;11;4;False;84
"Margaret Beddingfield";41924199907284377;30;9;2;False;71
"Margaret Bennett";82766202004277162;46;59;5;NULL;80
"Margaret Borowski";47665196707114788;3;12;4;False;74
"Margaret Brent";65675196103258829;14;20;2;False;73
"Margaret Breunig";75490198909052117;25;27;3;False;75
"Margaret Brown";71503197910027902;50;18;3;False;80
"Margaret Browne";46016193607214634;1;29;6;False;64
"Margaret Buchanan";71882201104152922;24;35;6;False;79
"Margaret Cady";35391194210049477;58;3;2;False;57
"Margaret Cauthon";32492196909097722;62;15;3;False;76
"Margaret Childress";24164198910018476;38;19;1;True;91
"Margaret Chizmar";31627196107243024;6;38;4;False;65
"Margaret Clark";63991198503043072;17;46;4;NULL;82
"Margaret Columbus";62979201708095634;10;28;2;False;77
"Margaret Corona";32241198812169116;43;27;1;False;70
"Margaret Davis";99538197812075444;36;34;6;False;73
"Margaret Draper";24647198202028732;17;30;4;False;89
"Margaret Edminster";89514195809028255;19;15;2;False;73
"Margaret Finan";86078198712066385;57;18;6;False;88
"Margaret Fralin";91448200807072103;43;62;4;False;81
"Margaret Gabbard";93700194311078827;22;24;5;True;58
"Margaret Glasco";67055196504151243;17;22;5;False;64
"Margaret Glass";66251195709088444;15;20;6;False;71
"Margaret Goh";46017200711112913;59;18;2;False;73
"Margaret Goldsmith";35657196809263325;44;36;5;False;73
"Margaret Haldeman";50028201512112322;7;35;1;False;66
"Margaret Hamlett";70875195410063389;8;43;4;False;73
"Margaret Hayhurst";64340195801318131;16;14;6;False;68
"Margaret Herd";22396193409114697;2;25;1;False;63
"Margaret Hernandez";59401195603011999;34;10;1;NULL;73
"Margaret Jones";47107197306044614;34;45;2;NULL;76
"Margaret Kelly";24558193602231874;19;35;5;False;68
"Margaret Kemp";98465198110224704;22;10;4;False;91
"Margaret Kepner";31071193701212638;45;41;1;NULL;73
"Margaret Lauer";13114197004057040;1;20;1;False;73
"Margaret Martin";85233193102033182;29;41;3;False;52
"Margaret Mathis";27331194703015825;21;36;4;False;73
"Margaret Mcdougald";74780200510298113;32;20;5;False;70
"Margaret Mcginness";26071196104081439;26;7;6;False;73
"Margaret Measheaw";43962196404258661;60;16;4;NULL;74
"Margaret Mei";99500197003018785;45;53;6;False;73
"Margaret Mendez";82272195904303257;10;7;1;False;73
"Margaret Mervis";66825199310027123;35;12;5;False;93
"Margaret Neal";68627201401281800;13;45;4;False;74
"Margaret Nozum";81334199611213680;40;49;2;False;74
"Margaret Olmos";23564199606015448;39;41;5;False;85
"Margaret Olsen";37404200211164087;40;20;3;False;83
"Margaret Richman";66522194403152756;11;7;6;False;66
"Margaret Roberts";24708195909289936;11;29;2;NULL;77
"Margaret Robertson";65813196007257848;54;17;4;NULL;72
"Margaret Roden";53938201608055682;5;59;5;False;74
"Margaret Rodriguez";54818193408242500;43;42;6;False;56
"Margaret Rufino";50775197311217246;25;52;4;True;84
"Margaret Russo";78712194111152659;33;8;5;False;66
"Margaret Samuel";93299200307186547;27;16;6;False;79
"Margaret Schmitt";82470196109066698;14;11;3;NULL;68
"Margaret Schroeter";60884197607028493;11;53;3;NULL;66
"Margaret Seegmiller";52880200905221669;48;37;6;False;63
"Margaret Seever";35436201909243611;48;35;1;False;73
"Margaret Smith";35744193810127921;9;31;5;False;67
"Margaret Smoot";49651198911184412;53;42;4;True;92
"Margaret Sortore";55290201103309662;16;53;2;NULL;72
"Margaret Squires";55859198103198896;48;5;1;False;73
"Margaret Todd";44469193208318312;63;26;2;False;60
"Margaret Ursprung";53312197512082751;40;56;4;NULL;82
"Margaret Vansickle";16560197710296350;16;23;2;False;66
"Margaret Vanwoert";64278201501291612;40;24;2;False;73
"Margaret Varney";56854197603053854;21;13;4;False;72
"Margaret Warner";53830199604042056;61;32;3;False;87
"Margaret Washing";93141198712229958;21;19;2;NULL;73
"Margaret Weinman";36529198904199249;41;45;3;NULL;93
"Margaret Wells";15176201901045532;48;54;4;True;87
"Margaret Wilcox";14203196903199949;32;52;2;NULL;81
"Margaret Williams";80445199108245253;53;5;1;NULL;73
"Margaret Wilson";20612194901271826;21;44;1;False;58
"Margaret Wood";20569194812135300;20;33;2;False;75
"Margaret Young";59050201511105232;3;39;4;NULL;65
"Margarett Squires";92421196901245967;27;64;4;False;70
"Margarita Bullock";39632196003087792;59;16;2;False;73
"Margarita Scruggs";92274197704283587;30;34;3;False;86
"Margert Liptak";65781199205104777;5;9;6;False;91
"Margery Shumaker";12328201402047960;44;4;4;False;89
"Marget Pollmann";13929197006194887;31;28;2;False;74
"Margie Bravo";56211197305052353;39;27;2;NULL;87
"Margie Carrol";79417201007261707;48;39;2;NULL;84
"Margie Dunn";72841195608231738;47;32;3;False;75
"Margie Mcwhite";38378198809025263;36;8;2;False;67
"Margie Swanson";54141200209068854;2;23;5;NULL;87
"Margie Wheeler";89774194306287200;46;17;5;False;67
"Margo Arthur";35143196301307823;6;2;2;True;79
"Margo Stapleton";94283198003196424;25;29;1;False;75
"Marguerite Bodden";58602194709041873;40;10;4;True;61
"Marguerite Hovey";15674194801134330;56;44;2;False;64
"Marguerite Rider";38355197508264818;27;14;1;True;78
"Marguerite Shoup";32356199906168964;16;19;2;False;83
"Maria Ables";44999197302284143;46;9;4;False;73
"Maria Alexander";35672196406293105;14;41;2;False;71
"Maria Barbieri";55709194706111490;46;7;2;False;73
"Maria Beltrami";54956194502144804;47;13;6;False;62
"Maria Boucher";21124200601081218;42;23;2;NULL;85
"Maria Bragg";30979200809085017;10;6;1;False;77
"Maria Broder";56776195901078949;11;11;3;False;73
"Maria Bucher";10741198203234534;33;35;1;False;80
"Maria Bunch";38168197204174502;3;25;3;True;82
"Maria Burnett";76384201901211235;39;3;3;False;73
"Maria Bushnell";59223201312104531;51;33;1;False;86
"Maria Cannon";48562194305172116;54;50;4;NULL;75
"Maria Carter";25369194701035659;6;43;5;False;63
"Maria Chamberlain";17972200210094212;9;22;3;False;81
"Maria Chambers";26345193909041076;48;45;4;False;73
"Maria Constantine";87668200303194478;45;38;4;False;82
"Maria Cortez";55927198603249448;25;8;6;False;80
"Maria Cotton";43651197212138161;27;4;4;False;78
"Maria Cunningham";98645194502195943;1;33;5;False;79
"Maria Daughtrey";68879201302139177;7;19;4;NULL;81
"Maria Davis";65239199906206772;53;57;2;NULL;76
"Maria Delgado";27777200812237837;3;2;5;False;77
"Maria Dotson";53285198609102294;8;42;3;False;84
"Maria Dotson";66103197805072657;39;38;1;False;76
"Maria Ellison";86635195310196742;22;60;5;False;65
"Maria Evans";78970199805154931;44;40;2;False;79
"Maria Feldman";50305194402148551;59;27;6;False;77
"Maria Fischer";66110196404168560;25;59;5;NULL;72
"Maria Gilbert";64200199604142360;16;17;1;NULL;66
"Maria Harwell";12125195312234298;25;46;3;False;73
"Maria Heck";27440200303015873;10;17;5;False;81
"Maria Herman";45279196201252697;19;17;3;False;72
"Maria Hopper";99663197803128538;22;14;1;NULL;74
"Maria Horn";45876197002225339;7;14;3;NULL;83
"Maria Jones";29912194901166715;43;7;3;False;74
"Maria Kamp";22447194305037461;5;14;1;False;59
"Maria Kho";79135199412211108;42;18;6;NULL;82
"Maria Kim";54165196305046696;10;37;3;False;75
"Maria Kim";10879201609217611;13;2;4;NULL;76
"Maria King";78623194805176967;38;10;5;False;73
"Maria King";24433200008288762;33;53;5;False;82
"Maria Lawson";65886195011224202;1;25;3;False;74
"Maria Lebel";61892197811273824;56;18;2;False;74
"Maria Lindsey";12985194412048996;15;3;3;False;58
"Maria Lowin";13572201607305172;40;23;4;False;74
"Maria Marshall";82122197103258556;51;48;2;False;70
"Maria Martin";24084193009227366;4;15;2;NULL;68
"Maria Marty";36948194904022088;36;46;6;NULL;73
"Maria Mata";16622198408215585;6;18;1;NULL;95
"Maria Matthews";48599193804198226;52;1;6;False;70
"Maria Mccreary";69652194408264912;5;52;6;False;60
"Maria Messer";69746194212027237;11;54;3;False;75
"Maria Mitchell";28216194612243580;31;43;2;False;59
"Maria Moorman";30815200704149854;40;41;4;False;76
"Maria Obrien";27994199605225031;43;17;4;False;73
"Maria Ostrzyeki";28207199503087240;1;1;4;NULL;84
"Maria Pellot";74575200407046640;35;2;3;False;88
"Maria Peterson";12897201607115890;55;1;4;False;73
"Maria Pettis";73959198002072909;30;54;4;False;82
"Maria Phillips";44867201406032914;32;13;1;False;82
"Maria Pickard";49053199904116513;53;43;3;False;73
"Maria Pinkowski";61355198810253899;51;64;4;False;91
"Maria Popp";99917197901299267;13;16;6;NULL;78
"Maria Prescott";62776200104226621;21;4;6;False;92
"Maria Pugh";36525198307057701;52;32;4;False;73
"Maria Ramirez";67843199810294653;30;52;2;False;85
"Maria Rittinger";18338193101191187;15;1;2;False;53
"Maria Rogers";28834193307158158;2;15;6;False;69
"Maria Rooney";45597194704017950;47;20;3;False;62
"Maria Schad";90691193411162872;29;21;3;False;68
"Maria Schank";17171196107076640;21;54;4;False;81
"Maria Sharp";51840199109206169;7;50;4;False;92
"Maria Slavin";13266194404043244;45;62;4;False;61
"Maria Slivka";37725194410093252;8;22;6;NULL;76
"Maria Stevens";68563195406196776;54;7;2;False;64
"Maria Taylor";45815199405205849;4;47;4;NULL;87
"Maria Thayer";68759199208053565;37;50;2;False;73
"Maria Thomas";69329198212285012;55;35;1;False;82
"Maria Trausch";69813199106151558;41;35;2;False;87
"Maria Warner";45881194608189861;33;39;6;False;68
"Maria Watts";83964201004291406;3;13;2;False;80
"Maria Whitfield";71170197709116926;61;29;3;False;72
