Name,id_Number,ExposureTime
Allen Crabb,8.18752E+16,8
Ana Losh,4.77422E+16,8
Andre Culp,4.32072E+16,8
Andrew Rosales,3.72682E+16,8
Angela Kalina,1.91502E+16,8
Angela Kelley,3.95372E+16,8
Angela Staples,8.49442E+16,8
Ann Spring,1.29932E+16,8
Anna Hawkins,1.93982E+16,8
Annette Michel,1.04202E+16,8
Anthony Banderas,4.33652E+16,8
Antonio Brailey,7.29132E+16,8
Arden Carmody,6.15922E+16,8
Arthur Ness,9.23052E+16,8
Ashly Shepard,5.35342E+16,8
Barbara Roja,8.97762E+16,8
Barry Comstock,8.70582E+16,8
Barry Niederberger,8.66622E+16,8
Benjamin Ayers,1.34962E+16,8
Benjamin Daudelin,2.33222E+16,8
Bernice Nicholas,1.82152E+16,8
Bertha Collins,4.79052E+16,8
Bessie Greenlee,3.86842E+16,8
Beth Earheart,8.83212E+16,8
Betsy Stephens,8.21152E+16,8
Betty Banks,5.38842E+16,8
Beulah Espinoza,7.29122E+16,8
Bobbie Walsh,9.38312E+16,8
Bradford Harper,7.25142E+16,8
Brandon Harter,4.38832E+16,8
Brenda Ruiz,6.37032E+16,8
Brenda Wayman,6.91302E+16,8
Brian Ruff,9.77482E+16,8
Britta Sharum,2.42702E+16,8
Bryon Hardin,3.06672E+16,8
Candice Wong,5.60122E+16,8
Carl Guarnera,7.75142E+16,8
Carla Mullins,4.23632E+16,8
Carmen King,6.39642E+16,8
Caroline Levin,6.37762E+16,8
Carolyn Hazzard,6.71492E+16,8
Catherine Moser,4.67482E+16,8
Cedrick Teano,7.77202E+16,8
Charles Farmer,1.46262E+16,8
Charles Lyle,9.53292E+16,8
Christine Hedley,1.66372E+16,8
Christine Hubbard,5.61522E+16,8
Christine Jackson,7.20692E+16,8
Christopher Fain,7.36622E+16,8
Christopher Thompson,7.29802E+16,8
Christopher Zimmerman,5.12522E+16,8
Cindy Fuqua,2.77192E+16,8
Clarissa Mayberry,2.96022E+16,8
Crystal Brown,4.59042E+16,8
Curt Morales,1.80852E+16,8
Curtis Pulliam,6.95192E+16,8
Cynthia Justice,3.83982E+16,8
Dale Billingsley,9.34752E+16,8
Darlene Richardson,1.30022E+16,8
Darrell Callahan,5.09412E+16,8
Darrell Cothran,8.92622E+16,8
Darryl Kirkland,1.02992E+16,8
David Mabe,6.60872E+16,8
David Parker,2.51072E+16,8
David Sparrow,2.75992E+16,8
Dawn Back,8.26952E+16,8
Deanna Clark,9.81922E+16,8
Dennis Chall,8.62782E+16,8
Dennis Forsyth,3.26132E+16,8
Dennis Vandenbosch,1.29782E+16,8
Denny Thorne,4.11762E+16,8
Devon Stewart,6.03082E+16,8
Dianna Esposito,9.36262E+16,8
Dominic Mendoza,5.84152E+16,8
Donald Davis,2.12502E+16,8
Donald Frilling,8.03542E+16,8
Donald Hile,8.63192E+16,8
Donald Metz,3.91832E+16,8
Donna Canady,7.85822E+16,8
Dorothy Cornett,9.25702E+16,8
Dorothy Stites,3.32042E+16,8
Duane Meriwether,7.32662E+16,8
Earnestine Jones,5.30112E+16,8
Edward Charles,5.38762E+16,8
Edward Heffron,4.78792E+16,8
Edward Mckinney,8.77342E+16,8
Effie Kochevar,6.56932E+16,8
Eileen Allen,1.28732E+16,8
Eleanor Stephen,9.87542E+16,8
Elijah Collins,1.58312E+16,8
Elizabeth Brouillet,1.34802E+16,8
Elizabeth Delima,5.57422E+16,8
Elizabeth Harris,9.24512E+16,8
Emily Perkins,4.61512E+16,8
Emily Smayda,9.73052E+16,8
Emma Mcneil,2.50552E+16,8
Eric Gambill,7.16512E+16,8
Eric Renteria,1.59872E+16,8
Erin Schleich,1.42932E+16,8
Ethel Whittle,9.05552E+16,8
Eugene Dearing,7.34512E+16,8
Eva Nickerson,1.73022E+16,8
Fannie Patel,6.21302E+16,8
Fernande Cook,2.68072E+16,8
Forrest Smith,2.57982E+16,8
Frances Behrens,9.54662E+16,8
Francis Monteleone,8.00922E+16,8
Frank Collins,9.26172E+16,8
Frank Miller,9.58872E+16,8
Frank Ruiz,5.20062E+16,8
Frederick Smith,7.57832E+16,8
George Hathcock,4.80822E+16,8
Georgia Valles,6.32172E+16,8
Geraldine Matt,1.57802E+16,8
Gladys Fernandez,1.64502E+16,8
Glynis Doane,6.58862E+16,8
Greg Moore,8.18262E+16,8
Gregory Badami,9.78692E+16,8
Gregory Moorman,8.46272E+16,8
Gregory Roos,6.09252E+16,8
Gregory Wright,5.31632E+16,8
Gretchen Hinson,2.78192E+16,8
Harvey Dodds,4.73622E+16,8
Hassan Howard,8.94832E+16,8
Heather Cotter,8.10362E+16,8
Helen Anderson,5.62142E+16,8
Helene Harrison,2.63002E+16,8
Henry Austin,4.66362E+16,8
Henry Glass,6.54782E+16,8
Henry Renninger,6.01552E+16,8
Hillary Mobilia,2.67932E+16,8
Holly Slade,4.25872E+16,8
Irma Wadsworth,5.60262E+16,8
Jack Swofford,6.61622E+16,8
James Camacho,6.10852E+16,8
James Drum,7.69172E+16,8
James Gill,2.93652E+16,8
James Pak,2.33062E+16,8
James Warnock,8.83782E+16,8
James Wells,7.29982E+16,8
Janice Ostrander,7.51552E+16,8
Janice Vignola,4.71462E+16,8
Janine Garcia,5.95192E+16,8
Jason Huddleston,9.51432E+16,8
Jean Paquette,1.75012E+16,8
Jeffry Otani,6.71242E+16,8
Jennie Debo,3.41572E+16,8
Jennifer Powers,6.22882E+16,8
Jeramy Mayberry,4.43322E+16,8
Jerry Garcia,4.55222E+16,8
Jesse Pritchett,5.13632E+16,8
Joey Allen,4.94782E+16,8
John Chrisman,4.54552E+16,8
John Christin,2.04002E+16,8
John Everhart,1.48952E+16,8
John Menefee,2.37792E+16,8
John Phillips,5.97122E+16,8
John Wasilewski,3.53542E+16,8
John Wilhoit,1.18432E+16,8
Joni Mcgriff,7.42152E+16,8
Jose Benincase,5.50062E+16,8
Jose Westerlund,6.63802E+16,8
Joseph Jefferis,9.62972E+16,8
Joshua Condict,8.34112E+16,8
Joshua Corbo,7.12822E+16,8
Joshua Curtis,2.90632E+16,8
Joshua Stevens,8.61922E+16,8
Juan Piatek,4.89102E+16,8
Juanita Barnett,4.31032E+16,8
Justin Jones,3.95432E+16,8
Justin Wescott,3.64052E+16,8
Kareen Perez,5.28212E+16,8
Karen Calderin,8.20212E+16,8
Karen Carmichael,4.82732E+16,8
Kari Webster,5.06172E+16,8
Katherine Burnham,2.62472E+16,8
Kathleen Helquist,9.09762E+16,8
Kathleen Virgil,2.81732E+16,8
Kathryn Barnes,6.70162E+16,8
Kelly Dearman,3.37862E+16,8
Kelly Jakeman,3.97092E+16,8
Kenda Taylor,8.63802E+16,8
Kenya Bryan,4.51822E+16,8
Kim Lynch,4.33592E+16,8
Kimberly Little,4.11922E+16,8
Kimberly Mitchell,1.43202E+16,8
Kimberly Smith,3.08702E+16,8
Kirk Pearce,3.13982E+16,8
Larry Evans,5.44682E+16,8
Lashonda Harper,1.40262E+16,8
Latasha Hart,3.88362E+16,8
Laura Arrington,6.19882E+16,8
Lawrence Samson,5.69142E+16,8
Lena Ungerecht,7.18782E+16,8
Leonard Wischmeier,1.76852E+16,8
Les Delarosa,3.72972E+16,8
Lewis Reed,5.86862E+16,8
Linda Lummus,5.24862E+16,8
Lionel Broussard,7.25912E+16,8
Lisa Jackson,7.53612E+16,8
Lisa Meaker,3.83712E+16,8
Lloyd Acevedo,1.21792E+16,8
Lolita Gomes,3.14732E+16,8
Lonnie Byrne,6.95282E+16,8
Lonnie Carroll,8.85132E+16,8
Lori Zamudio,5.40422E+16,8
Louis Maffei,5.64902E+16,8
Louis Piechoski,1.64492E+16,8
Lucile Buskirk,1.03042E+16,8
Luis Brown,6.19312E+16,8
Margaret Barraza,5.36562E+16,8
Margaret Columbus,6.29792E+16,8
Margaret Todd,4.44692E+16,8
Margaret Wilcox,1.42032E+16,8
Maria Alexander,3.56722E+16,8
Maria Davis,6.52392E+16,8
Maria Martin,2.40842E+16,8
Maria Watts,8.39642E+16,8
Marianne Bolton,3.60932E+16,8
Mario Weinzierl,5.43292E+16,8
Marion Johnson,6.82522E+16,8
Marjorie Paramo,5.87182E+16,8
Mark Ayre,5.04862E+16,8
Mark Kuebler,4.10402E+16,8
Martin Corcoran,6.18862E+16,8
Mary Collier,4.15802E+16,8
Mary Nickl,2.30412E+16,8
Mary Roberts,4.57182E+16,8
Mary Sand,1.68472E+16,8
Mary Slayton,5.31472E+16,8
Mary Trejo,3.78002E+16,8
Marylou Brown,3.77112E+16,8
Matthew Jones,3.33012E+16,8
Melanie Emerson,7.67422E+16,8
Melody Reed,1.83122E+16,8
Merrilee Wood,8.50562E+16,8
Michael Barr,6.77192E+16,8
Michael Madrigal,6.51482E+16,8
Michael Yerkovich,4.37522E+16,8
Miguel Cichy,7.02932E+16,8
Mike Bach,7.18772E+16,8
Mildred Eckert,3.52852E+16,8
Mildred Gill,9.81992E+16,8
Minnie Forbis,8.96462E+16,8
Molly Rosenberg,9.00082E+16,8
Muriel Cardoza,2.04652E+16,8
Natasha Baker,7.13932E+16,8
Nathanael Donovan,7.12342E+16,8
Nathaniel Jones,7.63482E+16,8
Neal Marconis,3.59392E+16,8
Nellie Cockrell,3.52362E+16,8
Nora Beasley,4.84702E+16,8
Norman Pollard,9.36862E+16,8
Ora Ferguson,3.06502E+16,8
Oralia Becker,5.75762E+16,8
Paige Miller,1.72252E+16,8
Pamela Calvo,3.69682E+16,8
Patricia Cantrell,1.07192E+16,8
Patricia Lee,9.13922E+16,8
Patricia Mills,4.16652E+16,8
Patsy Brooks,8.49252E+16,8
Paul Allen,3.44982E+16,8
Paul Killian,5.40622E+16,8
Percy Stonge,1.35342E+16,8
Phillip Carpenter,3.57802E+16,8
Phillip Pettit,6.47952E+16,8
Rachel Pasche,8.65052E+16,8
Ralph Amaral,9.35132E+16,8
Ralph Chamblee,2.27972E+16,8
Ralph Davis,3.60492E+16,8
Randall Kinney,4.77262E+16,8
Raymond Johnson,6.83752E+16,8
Rebecca Miller,3.17052E+16,8
Regina Ragan,8.38492E+16,8
Renee Densmore,9.78842E+16,8
Rex Shearing,2.16272E+16,8
Ricardo Soto,6.72642E+16,8
Richard Franca,4.05732E+16,8
Richard Martin,4.35142E+16,8
Richard Nelson,3.59742E+16,8
Richard Radigan,2.52932E+16,8
Rita Gainey,2.87302E+16,8
Robert Brown,7.18262E+16,8
Robert Kitchen,5.42582E+16,8
Robert Lefeber,9.37562E+16,8
Robert Martin,2.00702E+16,8
Robert Norris,2.55632E+16,8
Robert Phillips,1.80492E+16,8
Robert Puentes,3.04362E+16,8
Robert Smith,7.84612E+16,8
Robert Warren,9.53602E+16,8
Robert White,3.05652E+16,8
Roberta Grajeda,2.26922E+16,8
Rochelle Bradford,5.83672E+16,8
Rod Sinkler,5.47092E+16,8
Rodrick Wright,2.47912E+16,8
Roger Bonardi,5.62972E+16,8
Roger Walker,4.33912E+16,8
Roland Killion,6.16612E+16,8
Rolando Day,7.17872E+16,8
Ronald Anderson,9.37412E+16,8
Ronald Peters,5.18072E+16,8
Ronda Mumford,2.47102E+16,8
Rosie Menard,1.45742E+16,8
Rosina Ortiz,1.11742E+16,8
Russell Gelb,7.40192E+16,8
Ruth Schulist,1.44142E+16,8
Sandy Parrott,1.05102E+16,8
Sara Johnson,8.93192E+16,8
Sarah Hoyt,4.94242E+16,8
Scott Hazen,9.11232E+16,8
Scott Troublefield,8.58082E+16,8
Scott Tyson,7.01342E+16,8
Scotty Gibson,7.61182E+16,8
Shanna Guzowski,3.87862E+16,8
Sharon Onusko,2.36172E+16,8
Sharon Robertson,9.27562E+16,8
Shaun Weekly,7.13152E+16,8
Shawn Somers,6.43102E+16,8
Sheila Grein,3.67022E+16,8
Shelby Lilley,5.15322E+16,8
Sherri Hight,2.44912E+16,8
Sherry Galloway,1.67632E+16,8
Silva Gustafson,1.60782E+16,8
Stanley Asuncion,8.25022E+16,8
Stephen Odonnell,4.53452E+16,8
Stephen Rhodes,8.87062E+16,8
Steve George,9.28372E+16,8
Steven Ashmore,4.13782E+16,8
Steven Horton,2.98762E+16,8
Steven Huey,8.79682E+16,8
Steven Rainey,6.33392E+16,8
Susan Cox,9.96642E+16,8
Tamara Gilbertson,6.37362E+16,8
Tara Dinapoli,8.85122E+16,8
Tatiana Petersen,5.87062E+16,8
Tawana Hutchinson,5.30972E+16,8
Teresa Goodner,1.55702E+16,8
Terrell Fabrizio,3.04812E+16,8
Terrie Dean,5.31232E+16,8
Theodore Mccarthy,1.00472E+16,8
Theodore Mccullough,6.75342E+16,8
Therese Correia,1.78482E+16,8
Thomas Easterling,1.36522E+16,8
Thomas Fewell,7.16742E+16,8
Thomas Gibson,6.63842E+16,8
Thomas Zimmerman,2.87492E+16,8
Tim Anthony,1.74272E+16,8
Todd Bustios,6.10842E+16,8
Tomas Poole,4.91892E+16,8
Tommie Lin,4.19992E+16,8
Tommy Kennerly,6.17882E+16,8
Tonia Ishak,7.30572E+16,8
Tony Mccutcheon,5.32042E+16,8
Troy Naquin,1.16722E+16,8
Velma Collins,5.99862E+16,8
Vera Barrick,9.68542E+16,8
Vickie Bruner,6.17032E+16,8
Victor Jackson,8.87402E+16,8
Victor Smith,5.14672E+16,8
Vincent Brenna,6.56872E+16,8
Viola Ahuna,8.02472E+16,8
Viva Roberts,4.90242E+16,8
Wallace Williams,8.18002E+16,8
William Doolittle,4.36822E+16,8
William Dorman,4.77332E+16,8
William Gunther,3.60012E+16,8
William Hudson,8.81462E+16,8
William Richardson,1.35312E+16,8
William Rivera,2.85162E+16,8
William Scott,6.08722E+16,8
William Shull,9.02452E+16,8
William Swope,5.09302E+16,8
William Woods,7.48282E+16,8
Winston Legace,7.41972E+16,8
Adele Moore,3.96102E+16,8
Adrian Stevens,3.18002E+16,8
Agnes Hill,3.31382E+16,8
Alejandro Ortega,2.84282E+16,8
Alex Lindelof,4.99062E+16,8
Alexandra Williams,3.44602E+16,8
Alfred Queen,5.26412E+16,8
Alfred Stevenson,2.51542E+16,8
Alice Reif,5.33622E+16,8
Alice Spina,2.89902E+16,8
Alicia Larsen,1.54002E+16,8
Allan Tecuanhuey,4.08782E+16,8
Allen Ali,6.17552E+16,8
Amanda Guy,3.01122E+16,8
Amanda Smith,7.15412E+16,8
Amanda Smith,7.97582E+16,8
Andrew Foster,2.61302E+16,8
Andrew Siemens,7.75042E+16,8
Andy Williams,2.27222E+16,8
Anna Scheff,1.99552E+16,8
Antonia Nicholson,1.75712E+16,8
Arlene Favero,3.95622E+16,8
Ashley Kanady,9.91222E+16,8
Barbara Norton,6.25702E+16,8
Barry Belanger,6.97692E+16,8
Barry Wilbanks,9.18852E+16,8
Benjamin Armstrong,9.87972E+16,8
Bennie Sansoucy,4.76662E+16,8
Bert Eckert,4.83032E+16,8
Beverly Ellard,4.58122E+16,8
Billy Grant,1.39662E+16,8
Bobby Collar,1.30572E+16,8
Bobby Nestor,3.56052E+16,8
Bradley Robinson,7.94162E+16,8
Brandon Mills,7.27582E+16,8
Brian Cronin,7.60752E+16,8
Brian Hill,7.58152E+16,8
Brian Weinman,8.05442E+16,8
Brigitte Diaz,4.13902E+16,8
Bruce Simpson,8.04092E+16,8
Bryan Kitchens,5.65052E+16,8
Cara Wilson,4.22382E+16,8
Carl Shaffer,8.01162E+16,8
Carmen Sierra,8.39772E+16,8
Carol Mcneil,2.27712E+16,8
Carol Perrien,6.34012E+16,8
Carol Powell,4.97142E+16,8
Carolyn Picard,1.53542E+16,8
Catherine Martin,4.65372E+16,8
Chad Mcclaren,4.95732E+16,8
Charisse Marin,9.30622E+16,8
Charles Dettloff,5.15082E+16,8
Charles Doubet,5.36622E+16,8
Charles Duvall,4.64912E+16,8
Charles Milbourn,4.23362E+16,8
Charles Pace,5.88002E+16,8
Charles Timmons,7.96022E+16,8
Charles Wooster,6.75912E+16,8
Chester Rodrigues,9.55592E+16,8
Christina Hall,4.40042E+16,8
Christy Sturgeon,4.31862E+16,8
Clarence Sweatman,6.77892E+16,8
Claude Ayala,6.60452E+16,8
Clinton Lenhart,5.27122E+16,8
Colleen Pinter,8.06452E+16,8
Cora Craig,2.88082E+16,8
Craig Karr,9.10182E+16,8
Curtis Dalton,3.73382E+16,8
Daniel Guin,2.43382E+16,8
Danielle Gilmore,7.81472E+16,8
Danny Brady,5.76622E+16,8
Darrell Gonzales,3.16742E+16,8
David Kunst,3.24402E+16,8
David Steib,4.22972E+16,8
David Wolfe,9.92702E+16,8
Dawn Krebs,2.73732E+16,8
Dean Cassidy,2.37262E+16,8
Debbie Riley,4.64572E+16,8
Denise Kunz,3.29402E+16,8
Denise Scott,6.40602E+16,8
Denver Ball,9.14792E+16,8
Dina Tuten,5.84172E+16,8
Don Rustin,5.82982E+16,8
Dorothy Parsons,4.95742E+16,8
Eddie Jones,9.42602E+16,8
Eileen Boyd,9.31982E+16,8
Elizabeth Gonzales,8.31482E+16,8
Elizabeth Patock,9.47832E+16,8
Elizabeth Taylor,7.02312E+16,8
Emery Hanson,8.71422E+16,8
Emily Beard,7.45072E+16,8
Emma Rabb,9.44092E+16,8
Erin Querta,8.79892E+16,8
Erma Thacker,5.95862E+16,8
Ernest Carver,6.68152E+16,8
Ernest Nesby,4.57692E+16,8
Ernestine Quimby,1.25902E+16,8
Estelle Christenson,3.63022E+16,8
Esther Brooks,1.33982E+16,8
Evie Sideris,5.35452E+16,8
Filiberto Mitchell,5.62282E+16,8
Fred Mcpherson,7.33672E+16,8
Gary Small,4.80842E+16,8
George Archer,6.91762E+16,8
George Bubar,5.32502E+16,8
George Keenan,8.37772E+16,8
Gerald Concepcion,1.50312E+16,8
Gerald Stone,9.64202E+16,8
Guadalupe Kidd,7.92612E+16,8
Gwyn Cuevas,1.30322E+16,8
Heather Balcom,7.23302E+16,8
Heather Walsh,5.15402E+16,8
Herminia Stone,5.05762E+16,8
Hilda Young,8.40462E+16,8
Howard Liebl,3.02442E+16,8
Ina Pegoda,9.38772E+16,8
Isabella Torres,3.20032E+16,8
Jack George,1.18042E+16,8
Jaime Viveros,2.08962E+16,8
James Gates,5.34992E+16,8
James Green,5.65132E+16,8
James Hendrix,8.25082E+16,8
James Moore,7.24722E+16,8
James Obrien,1.63722E+16,8
Jan Helgason,5.98962E+16,8
Janet Daniel,2.91402E+16,8
Janet Mccollum,5.35282E+16,8
Janis Gordon,8.83492E+16,8
Jayson Boatner,6.78392E+16,8
Jean Lackey,1.32802E+16,8
Jean Mitchell,7.40162E+16,8
Jeffrey Martin,2.59152E+16,8
Jennifer Exline,4.19922E+16,8
Jennifer Olivo,9.57542E+16,8
Jennifer Pressley,4.02722E+16,8
Jennifer Winslow,7.01042E+16,8
Jeremy King,8.46062E+16,8
Jeri Lown,4.64642E+16,8
Jessica Hotchkiss,4.29702E+16,8
Jessie Nash,3.50322E+16,8
Jimmy Mclaughlin,2.19042E+16,8
Joe Post,4.45412E+16,8
Joe Taylor,9.29982E+16,8
John Ahmann,2.36452E+16,8
John Boyd,5.05072E+16,8
John Corp,2.96712E+16,8
John Daniels,5.57522E+16,8
John Daugherty,3.35552E+16,8
John Harrell,6.48482E+16,8
John Hughett,3.82212E+16,8
John Kort,9.99732E+16,8
Jonathan Bravo,3.26422E+16,8
Jonathan Hartford,7.14092E+16,8
Jorge Dickson,7.07952E+16,8
Jose Allen,1.09122E+16,8
Jose Collins,1.25652E+16,8
Joseph Fox,8.12832E+16,8
Joseph Johnson,2.56712E+16,8
Joseph Johnson,3.01842E+16,8
Joseph Tomas,9.12432E+16,8
Josette Perrotti,7.50742E+16,8
Joshua Hsu,4.30372E+16,8
Joyce Nolan,6.45022E+16,8
Juan Goddard,4.89592E+16,8
Juan Gordon,6.43832E+16,8
Juan Miller,4.62112E+16,8
Julie Smith,8.17382E+16,8
Juliet Yuhasz,8.86662E+16,8
Justin Balkcom,1.62902E+16,8
Justin Phu,8.89922E+16,8
Karen Branco,6.55532E+16,8
Karen Carter,6.28142E+16,8
Kasey Hu,1.25632E+16,8
Katherine Lennon,5.40912E+16,8
Keith Giguere,1.10552E+16,8
Kelly Trotter,9.12002E+16,8
Kenneth Bucker,9.57892E+16,8
Kenneth Fritzler,7.33572E+16,8
Kevin Capossela,5.91532E+16,8
Kevin Hall,9.53342E+16,8
Kevin Maldanado,9.86532E+16,8
Kevin Pridgen,9.75492E+16,8
Kimberly Proffitt,9.85832E+16,8
Kimberly Walrath,9.18422E+16,8
Kristin King,5.83232E+16,8
Kyle Hernandez,5.54782E+16,8
Lana Skinnen,4.89672E+16,8
Larry Jones,5.38122E+16,8
Laura Austin,1.07842E+16,8
Laura Upshaw,5.71822E+16,8
Laurel Paradis,2.78492E+16,8
Lauren Eubanks,2.30222E+16,8
Lavenia Martin,5.16452E+16,8
Leah Russell,9.23282E+16,8
Lee Feathers,8.01162E+16,8
Leon Rehberg,8.95262E+16,8
Leona Demers,2.92612E+16,8
Leona Freeman,2.14982E+16,8
Leonard Schneider,3.23312E+16,8
Leroy Bell,5.98492E+16,8
Lester Gayhart,8.90032E+16,8
Lilia King,7.51672E+16,8
Linda Durham,7.48392E+16,8
Linda Green,5.08862E+16,8
Linda Harris,7.92692E+16,8
Loren Petersen,3.72422E+16,8
Louis Heimann,4.06452E+16,8
Louise Adams,4.58362E+16,8
Louise Bean,9.35762E+16,8
Lourdes Hale,7.56412E+16,8
Lucille Pulis,4.94732E+16,8
Luis Mcwhorter,8.95512E+16,8
Lydia Seddon,9.53002E+16,8
Lyman Braxton,4.08712E+16,8
Lynda Mckennon,9.91232E+16,8
Lynn Freeman,6.27702E+16,8
Mae Bennett,8.53152E+16,8
Magdalene Moxley,2.29182E+16,8
Margaret Brown,7.15032E+16,8
Maria Burnett,7.63842E+16,8
Mark Sanders,9.91002E+16,8
Mark Spencer,2.01722E+16,8
Marvin Williams,6.64712E+16,8
Mary Harris,9.92562E+16,8
Mary Mason,7.49432E+16,8
Mary Mcbee,5.95052E+16,8
Mary Smith,8.69122E+16,8
Mary Soileau,4.86492E+16,8
Matthew Lilly,2.66542E+16,8
Matthew Lindsey,9.70272E+16,8
Maurice Anderson,3.99582E+16,8
Melinda Kirkland,1.87812E+16,8
Merle Quinn,3.58412E+16,8
Michael Clanton,2.23082E+16,8
Michael Encallado,3.02152E+16,8
Michael Hulett,3.80302E+16,8
Michael Pierson,5.62942E+16,8
Michael Scott,3.95552E+16,8
Michael Thomas,9.48452E+16,8
Mitchel Hynes,4.75002E+16,8
Myra Williams,3.70572E+16,8
Nada Yang,8.60852E+16,8
Natasha Griffith,7.86972E+16,8
Natasha Marine,8.77852E+16,8
Nathan Bickel,9.46602E+16,8
Neil Fisher,5.20682E+16,8
Neil Partridge,3.37802E+16,8
Nettie Reynolds,2.37162E+16,8
Nicholas Teel,2.95502E+16,8
Nita Webb,5.75502E+16,8
Norma Cunningham,9.71682E+16,8
Norman Saxton,3.56632E+16,8
Ola Steger,1.05172E+16,8
Ollie Trask,6.68412E+16,8
Oscar Scavone,8.20632E+16,8
Pamela Rye,4.38372E+16,8
Patricia Mitchell,5.47322E+16,8
Patricia Nelson,1.48302E+16,8
Patrick Caretto,6.92922E+16,8
Patrick Neblett,4.42582E+16,8
Paul Smith,9.12962E+16,8
Pauline Albright,9.78292E+16,8
Preston Chapman,3.96312E+16,8
Raleigh Cho,9.33672E+16,8
Rebecca Yap,6.13182E+16,8
Renee Thomas,8.84412E+16,8
Rhea Wadley,2.71312E+16,8
Ricardo Best,3.62742E+16,8
Ricardo Gasaway,1.95492E+16,8
Richard Munn,2.66402E+16,8
Richard Patel,6.23802E+16,8
Ricky Ames,5.10472E+16,8
Robby Bull,1.66982E+16,8
Robert Chavez,1.97302E+16,8
Robert Mcquaig,8.35122E+16,8
Robert Sova,1.32922E+16,8
Robert Warner,3.35932E+16,8
Roberta Reynolds,3.09302E+16,8
Robin James,2.78662E+16,8
Rodney Gilman,8.97772E+16,8
Roger Pawlicki,3.70092E+16,8
Ronald Gutierrez,4.65612E+16,8
Rosa Gutierrez,8.52002E+16,8
Rosalind Hosmer,5.27312E+16,8
Rosetta Terrell,5.02152E+16,8
Ruben Lembo,4.29152E+16,8
Ruby Coffee,1.28112E+16,8
Rudolph Liu,4.93082E+16,8
Rupert Hernadez,9.93392E+16,8
Rupert Scholl,8.88312E+16,8
Ruth Ortiz,6.15992E+16,8
Ryan Humphries,1.68462E+16,8
Salvador Whitfield,7.95992E+16,8
Samantha Cisneros,9.87462E+16,8
Sandra Jackson,9.69662E+16,8
Sarah Cleary,8.66402E+16,8
Sau Castaneda,6.18992E+16,8
Scott Stafford,1.06712E+16,8
Seth Palmer,9.34672E+16,8
Shannon Gjelaj,4.22022E+16,8
Sharon Arnone,2.96912E+16,8
Sharon Frazer,9.46022E+16,8
Sheila Mcdonald,5.42232E+16,8
Sherry Jackson,1.97042E+16,8
Shirley Sibley,6.83012E+16,8
Stacey Anderson,2.91262E+16,8
Stanley Neveu,4.50042E+16,8
Stephanie Higdon,6.88592E+16,8
Stephen Mullenix,7.75012E+16,8
Sterling Dorman,4.31392E+16,8
Steven Betterman,4.80532E+16,8
Steven Mann,4.04822E+16,8
Steven Slipper,9.32882E+16,8
Susan Kepler,3.01652E+16,8
Tami Leong,7.65992E+16,8
Terrence Funk,4.17672E+16,8
Terry West,8.13112E+16,8
Thelma Lewis,4.87532E+16,8
Theresa Mcknight,6.69722E+16,8
Theresa Valentine,2.44802E+16,8
Thomas Bryant,9.18482E+16,8
Thomas Hawkins,5.54592E+16,8
Thomas Mcminn,8.69252E+16,8
Timothy Laduke,5.50072E+16,8
Tina Manrriquez,9.04402E+16,8
Tonya Stafford,1.98582E+16,8
Travis Carter,3.33672E+16,8
Trina Tecuanhuey,3.57892E+16,8
Valarie Monahan,4.56772E+16,8
Vanessa Perez,4.48562E+16,8
Vernon Simon,1.73942E+16,8
Vicki Oliver,8.50502E+16,8
Wanda Orduna,5.74242E+16,8
Wayne Coleman,2.94642E+16,8
Wesley Polk,2.23172E+16,8
William Contreras,8.24892E+16,8
William Eckman,8.05742E+16,8
William Yeaton,3.92572E+16,8
Yolanda Whitley,8.56442E+16,8
Aaron Bowman,6.02672E+16,8
Abram Moher,6.18422E+16,8
Adam Banks,3.27992E+16,8
Albert Graham,8.75552E+16,8
Albert Storck,6.77122E+16,8
Alex Maselli,3.96932E+16,8
Alfreda Goetz,7.91752E+16,8
Alison Davis,5.62502E+16,8
Alix Cox,5.75252E+16,8
Allison Bickel,7.12582E+16,8
Allison Stafford,8.20432E+16,8
Alta Rodriguez,9.92072E+16,8
Amy Frost,6.27622E+16,8
Andrea Foster,3.35502E+16,8
Andrew Dawson,6.93712E+16,8
Andrew Mcmurray,2.43892E+16,8
Ann Dibari,2.21262E+16,8
Ann Dilly,5.84202E+16,8
Ann Keith,8.29832E+16,8
Ann Mcfarland,5.68262E+16,8
Anna Dufresne,1.35932E+16,8
Anna Hand,1.13782E+16,8
Anna Knowles,1.71552E+16,8
Anna Morelli,1.81372E+16,8
Anna Rehling,3.04532E+16,8
Anna Salinas,1.21342E+16,8
Anthony Hebert,7.59592E+16,8
Anthony Shae,3.39102E+16,8
Antonio Garcia,5.73512E+16,8
Athena Schrum,1.26592E+16,8
Audra Scarborough,2.53002E+16,8
Barbara Lambert,1.21472E+16,8
Barbara Stair,2.45472E+16,8
Benjamin Mcguffey,6.63512E+16,8
Bernice Smith,9.61902E+16,8
Berta Buxton,2.85472E+16,8
Beth Howell,6.66902E+16,8
Betty Cook,7.96052E+16,8
Betty Edison,1.82662E+16,8
Betty Yoder,4.11822E+16,8
Beverly Black,6.57442E+16,8
Bill Mock,5.79002E+16,8
Billy Burchell,3.99012E+16,8
Blanca Romero,8.43252E+16,8
Bobby Cook,4.24692E+16,8
Brett Clemons,2.18962E+16,8
